MovieID,Genres
0,Animation|Children's|Comedy
1,Adventure|Children's|Fantasy
2,Comedy|Romance
3,Comedy|Drama
4,Comedy
5,Action|Crime|Thriller
6,Comedy|Romance
7,Adventure|Children's
8,Action
9,Action|Adventure|Thriller
10,Comedy|Drama|Romance
11,Comedy|Horror
12,Animation|Children's
13,Drama
14,Action|Adventure|Romance
15,Drama|Thriller
16,Drama|Romance
17,Thriller
18,Comedy
19,Action
20,Action|Comedy|Drama
21,Crime|Drama|Thriller
22,Thriller
23,Drama|Sci-Fi
24,Drama|Romance
25,Drama
26,Drama
27,Romance
28,Adventure|Sci-Fi
29,Drama
30,Drama
31,Drama|Sci-Fi
32,Adventure|Romance
33,Children's|Comedy|Drama
34,Drama|Romance
35,Drama
36,Documentary
37,Comedy
38,Comedy|Romance
39,Drama
40,Drama|War
41,Action|Crime|Drama
42,Drama
43,Action|Adventure
44,Comedy|Drama
45,Drama|Romance
46,Crime|Thriller
47,Animation|Children's|Musical|Romance
48,Drama|Romance
49,Crime|Thriller
50,Action|Drama|Thriller
51,Comedy
52,Drama
53,Children's|Comedy
54,Drama
55,Adventure|Children's|Fantasy
56,Drama
57,Drama|Romance
58,Drama|Mystery
59,Adventure|Children's|Fantasy
60,Drama|Thriller
61,Drama
62,Comedy
63,Comedy|Romance
64,Comedy
65,Sci-Fi|Thriller
66,Drama
67,Comedy|Romance
68,Comedy
69,Action|Comedy|Crime|Horror|Thriller
70,Action
71,Comedy|Drama
72,Drama|Musical
73,Drama|Romance
74,Comedy|Drama
75,Sci-Fi|Thriller
76,Documentary
77,Drama
78,Drama|Thriller
79,Drama
80,Crime|Drama|Romance
81,Drama
82,Drama
83,Comedy|Drama
84,Drama|Romance
85,Adventure|Drama
86,Children's|Comedy
87,Comedy
88,Action|Thriller
89,Drama
90,Drama|Thriller
91,Comedy|Romance
92,Drama
93,Action|Thriller
94,Comedy
95,Drama
96,Action|Thriller
97,Documentary
98,Drama|Thriller
99,Comedy
100,Comedy
101,Thriller
102,Comedy
103,Drama|Romance
104,Comedy|Drama
105,Adventure|Children's|Comedy|Musical
106,Documentary
107,Comedy
108,Action|Drama|War
109,Drama|Thriller
110,Action|Adventure|Crime
111,Drama|Mystery
112,Drama
113,Comedy
114,Documentary
115,Crime
116,Comedy|Romance
117,Comedy
118,Drama
119,Drama
120,Comedy|Romance
121,Drama|Mystery|Romance
122,Drama
123,Comedy
124,Adventure|Children's|Fantasy
125,Drama
126,Documentary
127,Comedy|Romance
128,Drama
129,Drama|Romance
130,Thriller
131,Comedy|Drama
132,Documentary
133,Comedy
134,Documentary
135,Documentary
136,Drama
137,Action|Drama
138,Drama|Romance
139,Comedy
140,Drama
141,Drama
142,Comedy
143,Action
144,Adventure|Children's
145,Drama
146,Drama
147,Crime|Drama|Thriller
148,Drama
149,Drama|Romance|War
150,Horror
